feature_name,feature_family,grain,window,source_table,status,audit_class,implemented_in,match_quality,matched_feature_name,serving_asset,notes
domain_recent_50_market_count,history_metric,domain,recent_50,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_recent_50_market_count,group_serving_features.parquet,
domain_recent_50_snapshot_count,history_metric,domain,recent_50,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_recent_50_snapshot_count,group_serving_features.parquet,
domain_x_category_expanding_abs_bias_max,history_metric,domain_x_category,expanding,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_x_category_expanding_abs_bias_max,group_serving_features.parquet,
domain_x_category_expanding_abs_bias_mean,history_metric,domain_x_category,expanding,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_x_category_expanding_abs_bias_mean,group_serving_features.parquet,
domain_x_category_expanding_abs_bias_p25,history_metric,domain_x_category,expanding,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_x_category_expanding_abs_bias_p25,group_serving_features.parquet,
domain_x_category_expanding_abs_bias_p50,history_metric,domain_x_category,expanding,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_x_category_expanding_abs_bias_p50,group_serving_features.parquet,
domain_x_category_expanding_abs_bias_p75,history_metric,domain_x_category,expanding,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_x_category_expanding_abs_bias_p75,group_serving_features.parquet,
domain_x_category_expanding_abs_bias_p90,history_metric,domain_x_category,expanding,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_x_category_expanding_abs_bias_p90,group_serving_features.parquet,
domain_x_category_expanding_bias_max,history_metric,domain_x_category,expanding,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_x_category_expanding_bias_max,group_serving_features.parquet,
domain_x_category_expanding_bias_mean,history_metric,domain_x_category,expanding,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_x_category_expanding_bias_mean,group_serving_features.parquet,
domain_x_category_expanding_bias_min,history_metric,domain_x_category,expanding,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_x_category_expanding_bias_min,group_serving_features.parquet,
domain_x_category_expanding_bias_p50,history_metric,domain_x_category,expanding,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_x_category_expanding_bias_p50,group_serving_features.parquet,
domain_x_category_expanding_bias_std,history_metric,domain_x_category,expanding,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_x_category_expanding_bias_std,group_serving_features.parquet,
domain_x_category_expanding_brier_max,history_metric,domain_x_category,expanding,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_x_category_expanding_brier_max,group_serving_features.parquet,
domain_x_category_expanding_brier_mean,history_metric,domain_x_category,expanding,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_x_category_expanding_brier_mean,group_serving_features.parquet,
domain_x_category_expanding_brier_p25,history_metric,domain_x_category,expanding,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_x_category_expanding_brier_p25,group_serving_features.parquet,
domain_x_category_expanding_brier_p50,history_metric,domain_x_category,expanding,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_x_category_expanding_brier_p50,group_serving_features.parquet,
domain_x_category_expanding_brier_p75,history_metric,domain_x_category,expanding,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_x_category_expanding_brier_p75,group_serving_features.parquet,
domain_x_category_expanding_brier_p90,history_metric,domain_x_category,expanding,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_x_category_expanding_brier_p90,group_serving_features.parquet,
domain_x_category_expanding_brier_std,history_metric,domain_x_category,expanding,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_x_category_expanding_brier_std,group_serving_features.parquet,
domain_x_category_expanding_logloss_max,history_metric,domain_x_category,expanding,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_x_category_expanding_logloss_max,group_serving_features.parquet,
domain_x_category_expanding_logloss_mean,history_metric,domain_x_category,expanding,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_x_category_expanding_logloss_mean,group_serving_features.parquet,
domain_x_category_expanding_logloss_p25,history_metric,domain_x_category,expanding,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_x_category_expanding_logloss_p25,group_serving_features.parquet,
domain_x_category_expanding_logloss_p50,history_metric,domain_x_category,expanding,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_x_category_expanding_logloss_p50,group_serving_features.parquet,
domain_x_category_expanding_logloss_p75,history_metric,domain_x_category,expanding,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_x_category_expanding_logloss_p75,group_serving_features.parquet,
domain_x_category_expanding_logloss_p90,history_metric,domain_x_category,expanding,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_x_category_expanding_logloss_p90,group_serving_features.parquet,
domain_x_category_expanding_logloss_std,history_metric,domain_x_category,expanding,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_x_category_expanding_logloss_std,group_serving_features.parquet,
domain_x_category_expanding_market_count,history_metric,domain_x_category,expanding,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_x_category_expanding_market_count,group_serving_features.parquet,
domain_x_category_expanding_snapshot_count,history_metric,domain_x_category,expanding,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_x_category_expanding_snapshot_count,group_serving_features.parquet,
domain_x_category_recent_200_abs_bias_max,history_metric,domain_x_category,recent_200,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_x_category_recent_200_abs_bias_max,group_serving_features.parquet,
domain_x_category_recent_200_abs_bias_mean,history_metric,domain_x_category,recent_200,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_x_category_recent_200_abs_bias_mean,group_serving_features.parquet,
domain_x_category_recent_200_abs_bias_p25,history_metric,domain_x_category,recent_200,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_x_category_recent_200_abs_bias_p25,group_serving_features.parquet,
domain_x_category_recent_200_abs_bias_p50,history_metric,domain_x_category,recent_200,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_x_category_recent_200_abs_bias_p50,group_serving_features.parquet,
domain_x_category_recent_200_abs_bias_p75,history_metric,domain_x_category,recent_200,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_x_category_recent_200_abs_bias_p75,group_serving_features.parquet,
domain_x_category_recent_200_abs_bias_p90,history_metric,domain_x_category,recent_200,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_x_category_recent_200_abs_bias_p90,group_serving_features.parquet,
domain_x_category_recent_200_bias_max,history_metric,domain_x_category,recent_200,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_x_category_recent_200_bias_max,group_serving_features.parquet,
domain_x_category_recent_200_bias_mean,history_metric,domain_x_category,recent_200,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_x_category_recent_200_bias_mean,group_serving_features.parquet,
domain_x_category_recent_200_bias_min,history_metric,domain_x_category,recent_200,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_x_category_recent_200_bias_min,group_serving_features.parquet,
domain_x_category_recent_200_bias_p50,history_metric,domain_x_category,recent_200,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_x_category_recent_200_bias_p50,group_serving_features.parquet,
domain_x_category_recent_200_bias_std,history_metric,domain_x_category,recent_200,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_x_category_recent_200_bias_std,group_serving_features.parquet,
domain_x_category_recent_200_brier_max,history_metric,domain_x_category,recent_200,group_serving_features.parquet,implemented_exact,C_already_implemented,serving_assets,direct_asset_column,domain_x_category_recent_200_brier_max,group_serving_features.parquet,
